row ID,row m/z,row retention time,Beer_multibeers_19_T10_POS.mzML filtered Peak area,
274,414.3210144042969,0.7880466666666667,2723723.8430679683,
218,273.25335693359375,0.5238216666666667,2496159.8417582023,
130,180.10182189941406,0.9684666666666666,2534716.4436363266,
57,137.11540985107422,0.6601516666666666,2568147.1576496083,
185,227.1501235961914,0.7486116666666667,2645918.98265586,
131,180.13819885253906,0.5238216666666667,2249136.447704296,
173,214.18003845214844,0.5746466666666666,2152704.2393267583,
255,352.3207092285156,0.7953366666666667,2254638.8511033216,
196,239.1388702392578,0.838295,2115546.6001042966,
178,218.21136474609375,0.6675266666666667,2216743.7007232415,
260,357.1842041015625,0.9335283333333333,1817262.400201368,
115,168.06546020507812,0.7800916666666667,2421262.310474415,
110,164.0667724609375,0.91934,2054582.043013477,
43,125.10730743408203,0.9047833333333333,2160719.1349353506,
1,86.09637451171875,0.7530699999999999,2164952.4911595704,
238,310.3101806640625,0.97827,1836141.5872031252,
12,100.11201477050781,0.9827283333333334,2071096.871136133,
265,370.29486083984375,0.8582416666666667,1900848.348068945,
154,197.13967895507812,0.7530699999999999,1954262.0919501956,
189,229.19886779785156,0.7307849999999999,2033188.2880039064,
69,142.12269592285156,0.7120599999999999,1960566.4135613283,
91,152.1565399169922,0.9827283333333334,1484873.1601539056,
288,708.5108642578125,0.6104033333333334,1948483.9289761716,
174,216.12295532226562,0.5622016666666667,1729789.3561717763,
75,145.04945373535156,0.5095933333333333,1387486.9146553716,
119,170.08114624023438,0.5397616666666667,1953498.0816845698,
122,172.09678649902344,0.5238216666666667,1905372.3482482417,
97,157.16986083984375,0.9614683333333333,1834642.139311523,
283,502.3736267089844,0.5848183333333333,1724422.548254491,
140,186.07608032226562,0.7120599999999999,1776545.6817488286,
210,255.0550537109375,0.9474166666666667,1372903.6177516598,
123,172.11546325683594,0.648845,1869001.4722599613,
105,159.16030883789062,0.7120599999999999,1688143.3812083984,
297,850.7839965820312,0.5051366666666667,1342247.2318974612,
228,291.1453552246094,0.8582416666666667,1734400.0546677737,
100,158.15386962890625,0.8280783333333334,1571538.0886902348,
157,200.1644287109375,0.705095,1781337.5280503903,
197,241.11807250976562,0.5051366666666667,1638833.1489558595,
153,197.12844848632812,0.5051366666666667,1539666.1897322263,
34,118.06507110595703,0.941485,1603529.8152228512,
183,226.118408203125,0.5051366666666667,1586543.395177343,
121,171.07635498046875,0.9684666666666666,1457950.1219420894,
104,159.1491241455078,0.9827283333333334,1735714.041601465,
227,290.8839111328125,0.7218699999999999,1820509.9864792968,
10,97.99129486083984,0.9120683333333334,1673786.8629173825,
71,144.08079528808594,0.9738133333333334,1395250.2799521484,
98,158.11756134033203,0.6773283333333333,1382906.802972656,
151,196.0968475341797,0.5238216666666667,1189826.5923111332,
23,112.03927612304688,0.9246133333333333,1201157.391186133,
2,88.1120376586914,0.97827,1163684.4290440425,
82,146.92550659179688,0.5238216666666667,1316061.0213349606,
13,102.05493927001953,0.5746466666666666,1422917.9096318365,
181,223.1075668334961,0.7307849999999999,1323294.3939460942,
163,204.08663940429688,0.53182,1274457.423946679,
215,259.1285705566406,0.51646,1298909.3574167972,
70,143.1542510986328,0.838295,1321137.3389094726,
158,201.08696746826172,0.5238216666666667,1364120.54579082,
293,836.7675476074219,0.5238216666666667,957542.9542039551,
155,198.11244201660156,0.51646,1328927.5449240233,
249,338.1900939941406,0.705095,1367376.7572563472,
4,90.05493927001953,0.6675266666666667,1064184.0331420896,
138,184.1808319091797,0.7120599999999999,1320871.2434042965,
68,142.0862808227539,0.9916416666666666,1288268.3237760742,
24,112.07565307617188,0.9120683333333334,1283223.0794844725,
152,197.0920639038086,0.8280783333333334,1191270.087097461,
64,141.06576538085938,0.53182,1313842.8762880866,
141,186.09127807617188,0.51646,1120292.3099673826,
9,96.08072662353516,0.8280783333333334,1123961.963238867,
132,181.1334228515625,0.838295,1221471.597204785,
67,142.04979705810547,0.705095,1257200.4158744132,
148,194.10045623779297,0.6428166666666667,1149018.2090643554,
65,141.10215759277344,0.6997416666666666,1062583.4796528807,
144,190.1259307861328,0.97827,1181872.4139904294,
51,134.0633544921875,0.9335283333333333,1145747.1885291997,
14,103.05413818359375,0.9827283333333334,1033672.2176255856,
18,109.07601928710938,0.6104033333333334,1192717.7293005863,
135,183.11279296875,0.7668716666666667,1148238.7829554686,
168,211.16921997070312,0.6675266666666667,933565.6764270508,
56,137.07093811035156,0.7741766666666667,1187300.7110392577,
76,145.0688934326172,0.7307849999999999,1007282.6746358395,
137,184.1332244873047,0.7741766666666667,1141711.4151407229,
291,822.7529296875,0.5622016666666667,1067993.3842114257,
87,150.11251831054688,0.5746466666666666,874296.8744678712,
52,134.0811004638672,0.5095933333333333,962062.5072722659,
224,284.15516662597656,0.9047833333333333,880829.4942896974,
221,277.1608581542969,0.7609933333333333,596944.0098001955,
242,324.8453826904297,0.9961,889657.9487816405,
42,124.07568359375,0.7218699999999999,1021380.7326012696,
190,234.07672119140625,0.51646,910362.5717989256,
94,154.99017333984375,0.9614683333333333,998263.3936663086,
171,214.10731506347656,0.9047833333333333,1097732.3235126953,
266,372.18931579589844,0.8076933333333333,600300.9655356447,
206,252.10888671875,0.7530699999999999,992323.6082632812,
177,217.11173248291016,0.8480416666666667,946400.6818097658,
278,437.34507751464844,0.6773283333333333,1026964.2900282223,
253,343.2951202392578,0.9738133333333334,896397.4641321289,
167,209.15354919433594,0.8076933333333333,1005044.6765601564,
212,256.2995300292969,0.705095,908637.3367041013,
230,292.166015625,0.6773283333333333,706456.3417557612,
217,273.13421630859375,0.7880466666666667,1068573.3410596675,
246,334.873779296875,0.5622016666666667,901918.8164465817,
234,302.3051452636719,0.51646,525685.9544791015,
205,251.1851043701172,0.7307849999999999,706631.2489341308,
160,202.9216537475586,0.705095,960156.7192757811,
222,280.2630920410156,0.8076933333333333,605537.3334676763,
108,162.92893981933594,0.9335283333333333,494570.2929153807,
77,145.09716033935547,0.51646,805932.9339572755,
295,838.7811279296875,0.8157016666666668,725062.6324843751,
216,263.08123779296875,0.5622016666666667,567416.3825395508,
243,327.00767517089844,0.8157016666666668,692390.3339966307,
116,168.1018829345703,0.9335283333333333,843598.6286064945,
208,253.12789154052734,0.8076933333333333,675646.3438579104,
213,257.05322265625,0.9246133333333333,598442.1284970703,
259,354.33619689941406,0.9246133333333333,911844.7726335941,
279,438.37811279296875,0.633015,707005.0552526369,
203,250.17755889892578,0.5848183333333333,856973.0067406736,
95,155.11772918701172,0.705095,801489.2138683103,
285,546.3995056152344,0.987185,885167.6049461913,
240,322.84715270996094,0.838295,656321.3495896972,
281,448.28990173339844,0.7530699999999999,696401.6129004883,
198,242.17476654052734,0.9047833333333333,823239.0650458985,
145,191.08138275146484,0.5095933333333333,757843.065570557,
58,138.05494689941406,0.8728483333333333,934499.8691679687,
272,406.27928161621094,0.6104033333333334,878065.7953259277,
142,186.9439468383789,0.7953366666666667,696341.5396594724,
31,116.0818099975586,0.8728483333333333,842110.1430067382,
3,89.1072769165039,0.7800916666666667,880388.1561416017,
179,218.89535522460938,0.9553550000000001,600919.8522665526,
182,225.12323760986328,0.9474166666666667,777865.3455990235,
282,468.38877868652344,0.7441549999999999,654983.0722808592,
5,94.0450668334961,0.5746466666666666,480290.7709748051,
39,122.0062484741211,0.9916416666666666,639216.9212903319,
200,245.1130599975586,0.5095933333333333,700820.3986374513,
211,256.2267761230469,0.5972299999999999,746844.9885298832,
241,324.21678161621094,0.5397616666666667,361243.6646895019,
37,121.07589340209961,0.7263283333333334,415434.3596421873,
287,680.4785461425781,0.7953366666666667,686181.8016839355,
59,138.09133911132812,0.9474166666666667,634500.337814355,
264,369.38352966308594,0.7953366666666667,526241.1011615235,
146,193.15869140625,0.7441549999999999,684251.7525623051,
16,106.08622741699219,0.97827,682319.3470053223,
22,111.11679077148438,0.8582416666666667,501698.1623438476,
165,207.11285400390625,0.7800916666666667,651312.7046028319,
106,160.09683227539062,0.987185,634433.781068164,
7,95.02394104003906,0.9474166666666667,521078.80994892586,
262,358.36756896972656,0.51646,506807.2486062009,
214,257.2220153808594,0.7174133333333333,587614.7131367187,
201,245.19383239746094,0.5397616666666667,713103.3706741208,
17,108.04432678222656,0.7174133333333333,652746.9365567871,
27,114.0661849975586,0.987185,507419.0049653321,
299,877.8019714355469,0.7352416666666667,463440.46521953127,
129,179.11779022216797,0.5746466666666666,612328.928368945,
263,368.3152160644531,0.7120599999999999,376526.37816909165,
292,834.7512512207031,0.5095933333333333,478590.9836817382,
143,187.19166564941406,0.7174133333333333,454718.5623316892,
276,424.3625030517578,0.5095933333333333,601770.2134608397,
244,329.0047912597656,0.5095933333333333,418572.3253911133,
280,442.3522033691406,0.5848183333333333,378187.56056538096,
235,304.2480163574219,0.7486116666666667,559856.9514965332,
195,239.10244750976562,0.9738133333333334,574206.2021897949,
284,532.43896484375,0.8976516666666666,409825.9187520508,
232,296.91778564453125,0.9474166666666667,539631.0164790523,
161,203.18353271484375,0.8852783333333334,460576.3579885254,
164,204.12136840820312,0.7530699999999999,584697.3504813475,
300,902.8131103515625,0.7263283333333334,658004.2958203611,
81,146.09234619140625,0.9120683333333334,647131.2093494629,
207,252.927978515625,0.9047833333333333,488918.1544495117,
290,796.7359008789062,0.5746466666666666,473301.23939726566,
133,182.16525268554688,0.9916416666666666,456626.09329790034,
53,134.11751556396484,0.5848183333333333,712760.3154928222,
20,111.04401397705078,0.5397616666666667,534321.9770329102,
111,166.09754943847656,0.7174133333333333,457816.3466428708,
136,184.10800170898438,0.9684666666666666,324760.11980268563,
296,849.7713928222656,0.7396999999999999,403516.0194258789,
147,194.08106994628906,0.8076933333333333,609829.2171285158,
6,94.9295654296875,0.50068,572158.3624255371,
126,175.0865936279297,0.7263283333333334,503188.70757675765,
301,904.8282165527344,0.7352416666666667,565317.6974331546,
236,304.2996520996094,0.8852783333333334,523413.1487545897,
252,340.88153076171875,0.9246133333333333,512854.3975467771,
267,380.3362731933594,0.7307849999999999,504917.17550834967,
19,109.1011734008789,0.7530699999999999,258702.98909077162,
245,332.2789611816406,0.5051366666666667,459202.26700810547,
180,220.1081085205078,0.9738133333333334,287609.8244430665,
188,229.17967224121094,0.7396999999999999,351026.4183135254,
275,415.3239440917969,0.6104033333333334,639579.9744234374,
273,408.3677062988281,0.5848183333333333,387458.8633725584,
225,288.1072998046875,0.7530699999999999,378229.16624819336,
258,354.1844177246094,0.7953366666666667,296701.37345419906,
294,837.7708740234375,0.633015,443371.92931889644,
270,390.31275939941406,0.7609933333333333,415052.1993014649,
32,117.0545425415039,0.7800916666666667,545978.6736046385,
223,282.27862548828125,0.9335283333333333,388113.2945267092,
176,216.19577026367188,0.7441549999999999,393149.28600859345,
159,201.15966796875,0.9246133333333333,403834.9929898436,
248,337.3290710449219,0.838295,312092.06577563495,
38,121.10075378417969,0.9916416666666666,408765.5755721192,
84,147.12399291992188,0.7174133333333333,370318.3765138672,
233,300.2015380859375,0.9246133333333333,417570.3836285157,
162,203.95552825927734,0.7486116666666667,419849.6399297363,
41,123.09159851074219,0.5519883333333334,513725.5165941406,
172,214.14364624023438,0.9335283333333333,380564.7012378417,
33,117.1385612487793,0.8582416666666667,393283.6182979003,
36,120.97219467163086,0.9474166666666667,394999.7192018554,
186,228.12295532226562,0.686785,379394.97049873054,
239,312.2295837402344,0.7530699999999999,305908.37318325206,
254,344.2272186279297,0.9614683333333333,349568.2443240233,
134,183.07652282714844,0.6428166666666667,287076.3246460935,
289,794.7209777832031,0.692755,397083.7595946777,
149,194.8864288330078,0.941485,283962.10708798835,
125,174.1123504638672,0.91934,331992.5138831542,
175,216.15933227539062,0.6773283333333333,275347.29246723646,
231,293.1815490722656,0.7741766666666667,319859.9829716799,
237,306.24273681640625,0.9335283333333333,315458.51516821276,
286,590.4238891601562,0.7800916666666667,264920.2694873535,
78,145.1699676513672,0.7120599999999999,317888.83975625003,
298,865.7991333007812,0.9120683333333334,283773.7431750979,
194,237.94610595703125,0.6675266666666667,262118.6917024414,
63,140.9590606689453,0.7880466666666667,308357.09010058583,
74,145.02799224853516,0.7953366666666667,446411.868929736,
226,288.28924560546875,0.5095933333333333,193563.70576411128,
